depth_m,age_mean_ma,age_hdi95_low_ma,age_hdi95_high_ma
22.3,250.8038998148525,250.71861207884092,250.88036987060923
22.39531772575251,250.80508650334684,250.7207157989544,250.8807662747397
22.490635451505018,250.80627319183978,250.72286656315296,250.88158348718798
22.585953177257526,250.80745988033402,250.72502324387568,250.8824298857774
22.681270903010034,250.80864656882815,250.72727781211074,250.88346215205
22.776588628762543,250.8098332573224,250.7292159004885,250.88421532010386
22.87190635451505,250.81101994581536,250.73132284400455,250.88487822445663
22.96722408026756,250.81220663431074,250.73322296742643,250.88540091078394
23.062541806020068,250.81339332280285,250.7350773512255,250.886156096237
23.157859531772576,250.8145800112965,250.736920386179,250.88702739892406
23.253177257525085,250.8157666997907,250.7391586381991,250.88788450765287
23.348494983277593,250.81695338828482,250.74110625393413,250.88823977865167
23.4438127090301,250.81814007677795,250.74290341800693,250.88909713871385
23.53913043478261,250.81932676527316,250.74456227227986,250.88993349357418
23.63444816053512,250.8205134537673,250.74624374024873,250.89069230711007
23.729765886287627,250.82170014226145,250.7485009790222,250.89147972893866
23.825083612040135,250.82288683075515,250.75065764780757,250.8920154250481
23.920401337792644,250.82407351924866,250.75271326420358,250.89274725863072
24.015719063545152,250.82526020774225,250.75387546254677,250.8935319802037
24.11103678929766,250.82644689623567,250.75586632564745,250.89429545338692
24.20635451505017,250.82763358473022,250.75746686418447,250.89495930072468
24.301672240802677,250.82882027322364,250.7590779497337,250.89593250574657
24.396989966555186,250.8300069617171,250.76082190304174,250.89707921458134
24.492307692307694,250.831193650212,250.76280388216816,250.89751897173986
24.587625418060203,250.83238033870634,250.7651214720642,250.89849574051698
24.68294314381271,250.8335670271993,250.76719560841184,250.89942943940682
24.77826086956522,250.83475371569406,250.76914531825332,250.90010933256707
24.873578595317728,250.8359404041875,250.77120668399584,250.90122025523843
24.968896321070233,250.8371270926807,250.77262658027843,250.90196690721848
25.06421404682274,250.83831378117503,250.77373841300292,250.9026965004192
25.15953177257525,250.83950046966967,250.77548352526955,250.90349655365404
25.254849498327758,250.84068715816244,250.7769811248601,250.90449653609457
25.350167224080266,250.84187384665623,250.77851481354273,250.90541624611026
25.445484949832775,250.8430605351501,250.7805299809961,250.906566601093
25.540802675585283,250.8442472236451,250.78153753057995,250.90733928376736
25.63612040133779,250.84543391213876,250.78302829696383,250.90840640593018
25.7314381270903,250.84662060063243,250.78418806797316,250.90906538415575
25.82675585284281,250.84780728912617,250.78526507799822,250.91015106991762
25.922073578595317,250.84899397761987,250.7868584702204,250.9110969149341
26.017391304347825,250.85018066611346,250.78827562158492,250.9119872660491
26.112709030100334,250.85136735460767,250.78950113555427,250.9128933071112
26.208026755852842,250.85255404310155,250.7906991175436,250.91406988711998
26.30334448160535,250.85374073159488,250.79200736485103,250.91511027149943
26.39866220735786,250.85492742008944,250.792879171274,250.91619727144783
26.493979933110367,250.856114108583,250.79412543099536,250.9170220457301
26.589297658862876,250.85730079707727,250.795442984467,250.9185330863688
26.684615384615384,250.85848748557115,250.7963985198548,250.91980933530576
26.779933110367892,250.8596741740651,250.7974562858747,250.92170210950562
26.8752508361204,250.860860862559,250.79837874322808,250.922943647695
26.97056856187291,250.86204755105246,250.79933576846662,250.92440714364594
27.065886287625418,250.86323423954624,250.8004986911243,250.9256095911764
27.161204013377926,250.86442092804032,250.80151196859225,250.92736715709958
27.256521739130434,250.86560761653433,250.80213580433877,250.92861371415395
27.351839464882943,250.86679430502863,250.80309020485308,250.9301148347718
27.44715719063545,250.86798099352205,250.80390454624455,250.931355866083
27.54247491638796,250.86916768201684,250.8045612409321,250.93287157540183
27.637792642140468,250.87035437051028,250.80554896867505,250.93443204304177
27.733110367892976,250.87154105900336,250.80648067356287,250.9361088195602
27.828428093645485,250.87272774749798,250.80746011092384,250.9374472873348
27.923745819397993,250.8739144359918,250.80827950098887,250.93900585190963
28.0190635451505,250.8751011244853,250.80924639957567,250.94071782028286
28.11438127090301,250.87628781297914,250.8099821991976,250.9424958460133
28.20969899665552,250.877474501473,250.81061136783495,250.94391463396835
28.305016722408027,250.8786613515389,250.8112500309402,250.94566830038306
28.400334448160535,250.8801598197328,250.81235732951353,250.94730047078127
28.495652173913044,250.88347027670707,250.81612306770836,250.95035893362785
28.590969899665552,250.88706488733416,250.82012528675298,250.9535426810768
28.68628762541806,250.8906596119833,250.82408039048735,250.95675351584615
28.78160535117057,250.8942543366322,250.8280045666442,250.9599424121396
28.876923076923077,250.89784906128335,250.83192036610816,250.96317750801904
28.972240802675586,250.90144378593192,250.83597546642372,250.96639912758513
29.067558528428094,250.90503851058187,250.83988158396434,250.96976523737789
29.162876254180603,250.90863323523126,250.84383898214472,250.97292647264888
29.25819397993311,250.91222795988182,250.8477708337429,250.97623770947897
29.35351170568562,250.91582268453044,250.85154271463972,250.97924464318683
29.448829431438128,250.91941740918023,250.85541727197486,250.98245686571684
29.544147157190636,250.92301213382922,250.859326929421,250.98566908824688
29.639464882943145,250.9266068584794,250.86324361739628,250.98887943520924
29.734782608695653,250.93020158312888,250.86716182733923,250.99208601362974
29.83010033444816,250.93379630777693,250.8710875283882,250.99536093375696
29.92541806020067,250.93739103242783,250.8750168561109,250.99850975067577
30.02073578595318,250.94098575707656,250.87907867051467,251.0017232233523
30.116053511705687,250.94458048172683,250.88285441243366,251.00489054474355
30.211371237458195,250.94817520637756,250.88682381671399,251.0081079477556
30.306688963210703,250.9517699310253,250.8907781748587,251.0113584893297
30.402006688963212,250.95536465567506,250.89464613129567,251.0147158260542
30.49732441471572,250.95895938032467,250.89849036528688,251.0179066239375
30.59264214046823,250.96255410497437,250.90240367555342,251.02130739338415
30.687959866220737,250.9661488296237,250.9063200120919,251.0245980071228
30.783277591973246,250.9697435542738,250.91020120459217,251.028010636138
30.878595317725754,250.97333827892245,250.9139853949714,251.03106970008392
30.973913043478262,250.97693300357275,250.91786483777665,251.0342489344172
31.06923076923077,250.98052772822254,250.92187286173225,251.03743095691124
31.16454849498328,250.98412245287133,250.9258980713178,251.04071552959843
31.259866220735788,250.98771717752132,250.92981265801544,251.04418370583372
31.355183946488296,250.99131190217116,250.9336788174201,251.04731481109073
31.450501672240804,250.99490662682027,250.93737743889707,251.05060946638082
31.545819397993313,250.9985013514695,250.94127527269367,251.05384297352794
31.64113712374582,251.00209607611976,250.94533052962538,251.05699430490452
31.73645484949833,251.00569080076878,250.94921739685773,251.0602821314209
31.831772575250838,251.00928552541933,250.9531234244356,251.06353460735116
31.927090301003346,251.01288025006804,250.95700933790215,251.0667259794747
32.022408026755855,251.01647497471802,250.9608459496015,251.07013402476238
32.11772575250836,251.02006969936775,250.9649139301349,251.07338208860943
32.21304347826087,251.0236644240164,250.96869939982162,251.07666544705313
32.30836120401338,251.02725914866676,250.97272467772453,251.08022109837734
32.40367892976589,251.03085387331538,250.97675892982429,251.08358425694647
32.4989966555184,251.0344485979662,250.98064304698607,251.08687964487385
32.594314381270905,251.03804332261544,250.98445010973978,251.09018281911582
32.689632107023414,251.04163804726463,250.98828476562244,251.09355503560076
32.78494983277592,251.04523277191396,250.9922771573107,251.0968385529022
32.88026755852843,251.04882749656335,250.99603473709183,251.10012381906105
32.97558528428094,251.05242222121214,250.99981185125398,251.10356733215932
33.07090301003345,251.05601694586267,251.003606727378,251.1070842562271
33.166220735785956,251.05961167051228,251.00748144244596,251.1101973700233
33.261538461538464,251.0632063951618,251.0112796242268,251.11331148707643
33.35685618729097,251.06680111981083,251.01523210723508,251.11676634459496
33.45217391304348,251.07039584446176,251.01900305686212,251.12024645798158
33.54749163879599,251.07399056911007,251.02274383663476,251.12348082237622
33.6428093645485,251.07758529376036,251.0264667159144,251.1269280744998
33.738127090301006,251.0811800184099,251.03032343875302,251.13053956171936
33.833444816053515,251.08477474305957,251.0340912032605,251.13391494001436
33.92876254180602,251.08836946770984,251.03795972403242,251.1372487847864
34.02408026755853,251.09196419235772,251.04178398429625,251.14051227811242
34.11939799331104,251.0955589170077,251.0455611730586,251.14386400295558
34.21471571906355,251.0991536416565,251.0493575419878,251.14721732551394
34.31003344481606,251.10274836630708,251.0532091463447,251.15045405035815
34.405351170568565,251.1063430909562,251.05710461234048,251.15377520270903
34.50066889632107,251.1099378156061,251.06116979363495,251.15729069201933
34.59598662207358,251.11353254025607,251.0650375137202,251.16082132326653
34.69130434782609,251.11712726490433,251.068907206911,251.1642972433494
34.7866220735786,251.12072198955465,251.07255976082482,251.167590371537
34.88193979933111,251.1243167142033,251.07640183081028,251.1710711488475
34.977257525083616,251.12791143885283,251.08015082320017,251.17440607186214
35.072575250836124,251.13150616350416,251.0838365718132,251.1776867096522
35.16789297658863,251.1351008881523,251.08751116759873,251.18099472747593
35.26321070234114,251.13869561280197,251.09115932367706,251.18426259592863
35.35852842809365,251.14229033745147,251.09521427237726,251.18760025613142
35.45384615384616,251.1458850621021,251.09897067622043,251.19101444904513
35.549163879598666,251.1494797867505,251.10296776170208,251.19442405113102
35.644481605351174,251.15307451140004,251.10665922883217,251.19777329063552
35.73979933110368,251.15666923605067,251.1103058153948,251.20119614204185
35.83511705685619,251.16026396069927,251.11406901984827,251.20454111461277
35.9304347826087,251.16385868534897,251.1175930809908,251.20804302148028
36.02575250836121,251.16745340999825,251.1213889527304,251.2113162441339
36.12107023411371,251.1710481346483,251.12518567288905,251.2147293553813
36.21638795986622,251.17464285929756,251.1289656733268,251.21818021174292
36.311705685618726,251.1782375839471,251.13271080225667,251.2216290785595
36.407023411371235,251.18183230859677,251.13649932343603,251.22503733827867
36.50234113712374,251.18542703324664,251.14020858364785,251.2286408028917
36.59765886287625,251.1890217578956,251.14408702036604,251.23214399394382
36.69297658862876,251.1926164825451,251.14781846768355,251.23567734524454
36.78829431438127,251.1962112071954,251.15170904499382,251.23915557585315
36.88361204013378,251.19980593184482,251.1554527311929,251.2425752954096
36.978929765886285,251.20340065649486,251.15913236207342,251.24610577602914
37.07424749163879,251.20699538114232,251.1628725569308,251.24958595163494
37.1695652173913,251.2105901057937,251.16656419758291,251.25307447032785
37.26488294314381,251.21418483044206,251.17021568224456,251.2564837369625
37.36020066889632,251.2177795550926,251.17400811048768,251.26004820106937
37.45551839464883,251.22137427974133,251.17773738482796,251.26350027415856
37.550836120401335,251.22496900439089,251.18143122998774,251.26691532452244
37.646153846153844,251.22856372904005,251.18497963052906,251.2704233260816
37.74147157190635,251.23215845369032,251.1887159986345,251.2738446763767
37.83678929765886,251.23575317833976,251.1923631239641,251.27744644259138
37.93210702341137,251.2393479029896,251.19600504180187,251.28120192151755
38.02742474916388,251.24294262763846,251.1995682280076,251.28464464006126
38.122742474916386,251.24653735228938,251.20320721269337,251.28790973341577
38.218060200668894,251.2501320769391,251.20681971561123,251.29152361024052
38.3133779264214,251.2537268015868,251.21051509660302,251.295192029845
38.40869565217391,251.25732152623706,251.21407219561144,251.29871283382735
38.50401337792642,251.26091625088617,251.2176663540841,251.30214790837653
38.59933110367893,251.2645109755366,251.2213733411063,251.30580108037628
38.694648829431436,251.26810570018546,251.22483156068392,251.3093272269423
38.789966555183945,251.27170042483536,251.22843371482685,251.31275610125925
38.88528428093645,251.2752951494843,251.2322217846583,251.3162609144443
38.98060200668896,251.27888987413448,251.23588046087596,251.3197668362606
39.07591973244147,251.28248459878344,251.23953608650356,251.3232730434654
39.17123745819398,251.28607932343354,251.2430661141089,251.32663820000639
39.26655518394649,251.28967404808287,251.24682565426883,251.33027965724173
39.361872909698995,251.2932687727327,251.25050561992597,251.33372751584898
39.457190635451504,251.29686349738222,251.2541701920936,251.3372915961067
39.55250836120401,251.30045822203135,251.25758183462358,251.34099341956377
39.64782608695652,251.30405294668182,251.26105543312718,251.34469126739256
39.74314381270903,251.30764767133135,251.26458646683483,251.34852660884533
39.83846153846154,251.31124239598083,251.2682954354158,251.3522781387308
39.933779264214046,251.31483712062973,251.272142334193,251.35599469334483
40.029096989966554,251.3184318452795,251.27583089248049,251.35982595054543
40.12441471571906,251.3220265699292,251.2793591984036,251.36355251462518
40.21973244147157,251.32562129457878,251.2829188280973,251.3671130259317
40.31505016722408,251.3292160192281,251.28659850778885,251.37061182423827
40.41036789297659,251.33281074387645,251.29013458411816,251.3742056184056
40.505685618729096,251.33640546852703,251.29364597669738,251.37775889861828
40.601003344481605,251.34000019317645,251.29709343112395,251.3813933046082
40.69632107023411,251.3435949178261,251.30077224178805,251.38499081296428
40.79163879598662,251.3471896424759,251.30426576444415,251.38883620014505
40.88695652173913,251.35078436712533,251.30804191765995,251.39247795307392
40.98227424749164,251.3543790917756,251.31170795783203,251.39608424333784
41.07759197324415,251.3579738164236,251.31512891927886,251.39978674064898
41.172909698996655,251.36156854107395,251.31869652215283,251.40357976275862
41.26822742474916,251.36516326572334,251.32212711543858,251.40730706867794
41.36354515050167,251.36875799037352,251.32565400334445,251.41104649805638
41.45886287625418,251.37235271502274,251.32917913644266,251.41460090860988
41.55418060200669,251.37594743967094,251.33278381401806,251.41838816512674
41.6494983277592,251.37954216432203,251.3361114968432,251.42199729612344
41.744816053511705,251.38313688897117,251.3395344016759,251.4257056038263
41.840133779264214,251.38673161362053,251.343084839021,251.42938099719157
41.93545150501672,251.39032633826986,251.34671692549801,251.43310141120202
42.03076923076923,251.39392106291993,251.35017083617106,251.43675615365692
42.12608695652174,251.39751578756957,251.3535400316785,251.4404819566616
42.22140468227425,251.40111051221837,251.35725183677462,251.4441385169001
42.316722408026756,251.40470523686804,251.36081120399965,251.44786541382038
42.412040133779264,251.40829996151842,251.3643906850134,251.4516392186996
42.50735785953177,251.41189468616733,251.3679659973377,251.45551481783775
42.60267558528428,251.4154894108172,251.37129116668567,251.4593902430424
42.69799331103679,251.41908413546733,251.37481337674194,251.46318563195607
42.7933110367893,251.4226788601165,251.37819779490087,251.4670710806248
42.888628762541806,251.42627358476534,251.38146452162837,251.47091294881764
42.983946488294315,251.4298683094154,251.38496207347367,251.47465305953793
43.07926421404682,251.43346303406508,251.38842491232026,251.47826823295793
43.17458193979933,251.43705775871587,251.39173854398933,251.48207830036336
43.26989966555184,251.44065248336403,251.3951563331514,251.4858303419215
43.36521739130435,251.4442472080137,251.39881318249684,251.48947501083677
43.46053511705686,251.44784193266275,251.4022939784964,251.4931711041439
43.555852842809365,251.45143665731283,251.40572911279446,251.497182480071
43.65117056856187,251.4550313819615,251.40916433664128,251.50104539816294
43.746488294314375,251.45862610661146,251.41271970020787,251.5046074711234
43.84180602006688,251.4622208312604,251.41605557343715,251.50841485717166
43.93712374581939,251.46581555590984,251.41939083434644,251.51236741474037
44.0324414715719,251.46941028056023,251.42261580710047,251.5162536296627
44.12775919732441,251.47300500520993,251.42601916072638,251.52001230550806
44.22307692307692,251.47659972985872,251.42931808072365,251.5237947437652
44.318394648829425,251.48019445450896,251.43271676355607,251.52760159671303
44.413712374581934,251.48378917915883,251.4360357555727,251.53144889065024
44.50903010033444,251.4873839038079,251.43954628068514,251.53516735150137
44.60434782608695,251.49097862845755,251.44276918287576,251.53897221561257
44.69966555183946,251.49457335310666,251.44603995914989,251.54289895847026
44.79498327759197,251.4981680777574,251.44944965709539,251.5465350969888
44.890301003344476,251.50176280240598,251.4528803588458,251.55056472021016
44.985618729096984,251.50535752705628,251.45630873167025,251.55445674552763
45.08093645484949,251.50895225170498,251.45949669672268,251.55821690104366
45.176254180602,251.51254697635486,251.4628745856674,251.56208700466092
45.27157190635451,251.51614170100288,251.46611393386354,251.5659830112341
45.36688963210702,251.5197364256536,251.4693430131159,251.56978797471874
45.462207357859526,251.52333115030402,251.4726851974656,251.57357715607046
45.557525083612035,251.52692587495343,251.4761136080141,251.5773913447712
45.65284280936454,251.5305205996029,251.47945101968244,251.58137958042846
45.74816053511705,251.53411532425216,251.48269184584458,251.58537231732248
45.84347826086956,251.537710048901,251.48606839951518,251.5892315066281
45.93879598662207,251.5413047735509,251.48955856309905,251.59311383263923
46.03411371237458,251.54489949820012,251.4928597130439,251.5969959290759
46.129431438127085,251.54849422285034,251.49624673458612,251.60089168692159
46.22474916387959,251.55208894749924,251.49949859520962,251.60476207757134
46.3200668896321,251.55568367214906,251.5028005934066,251.60864525242448
46.41538461538461,251.55927839679853,251.5061737027663,251.61252749142093
46.51070234113712,251.56287312144923,251.5094542145132,251.61649716402664
46.60602006688963,251.56646784609703,251.5127454397857,251.6202947219263
46.701337792642136,251.5700625495131,251.51591225501687,251.62408830636386
46.796655518394644,251.57360810364736,251.51933089301687,251.62775312135372
46.89197324414715,251.57680953707654,251.52374652141256,251.62974470415978
46.98729096989966,251.5799475302671,251.52801536152555,251.63152747951722
47.08260869565217,251.58308539135035,251.532429154906,251.6332551049189
47.17792642140468,251.58622325243522,251.53660032379236,251.6352383729401
47.273244147157186,251.58936111351906,251.54104096930402,251.6370966614275
47.368561872909694,251.59249897460225,251.54524864053784,251.63938440386622
47.4638795986622,251.5956368356861,251.54955624505644,251.64152223974702
47.55919732441471,251.5987746967695,251.55371057293965,251.64388604260313
47.65451505016722,251.60191255785358,251.55781617953352,251.64601767724247
47.74983277591973,251.605050418937,251.56182631567813,251.64837629071465
47.84515050167224,251.6081882800206,251.56531167191238,251.6506561443271
47.940468227424745,251.61132614110383,251.5689218986854,251.65306476860488
48.03578595317725,251.61446400218637,251.57245142814682,251.6555501366676
48.13110367892976,251.61760186327052,251.57615135793912,251.6580630804923
48.22642140468227,251.62073972435533,251.5792816930671,251.66084561884963
48.32173913043478,251.62387758543727,251.58299539960103,251.66369124848
48.41705685618729,251.6270154465225,251.58610707713137,251.6666613499578
48.512374581939795,251.6301533076059,251.58978087067388,251.66961867177855
48.607692307692304,251.6332911686886,251.5930636391602,251.67253332521756
48.70301003344481,251.6364290297721,251.59659557498188,251.67547123918135
48.79832775919732,251.63956689085649,251.59955361111216,251.6785801352702
48.89364548494983,251.64270475193962,251.60249479070512,251.6814672261965
48.98896321070234,251.64584261302272,251.60542435986932,251.68478559250448
49.084280936454846,251.64898047410705,251.60844240267778,251.68829705606566
49.179598662207354,251.6521183351905,251.61143103656931,251.69167394932862
49.27491638795986,251.65525619627303,251.61417552088324,251.69543650044542
49.37023411371237,251.65839405735733,251.61687991706316,251.69916928790266
49.46555183946488,251.66153191844137,251.61960758730638,251.70280911224947
49.56086956521739,251.66466977952513,251.6224709074133,251.7068726763373
49.656187290969896,251.66780764060925,251.6250101025319,251.71069319049428
49.751505016722405,251.6709455016924,251.6275120419845,251.71455305360882
49.84682274247491,251.67408336277597,251.62993417326078,251.71859202498322
49.94214046822742,251.6772212238598,251.6322607268694,251.72255543334933
50.03745819397993,251.68035908494323,251.6348125356597,251.7264213483868
50.13277591973244,251.68349694602648,251.6369706963261,251.7306217174488
50.22809364548495,251.68663480711072,251.6391293322,251.7349511771187
50.323411371237455,251.68977266819468,251.64109342792727,251.73915818054078
50.41872909698996,251.6929105292779,251.6431783418291,251.74341124634307
50.51404682274247,251.69604839036074,251.64508732456622,251.7476414794889
50.60936454849498,251.69918625144524,251.6471550994603,251.75211901034663
50.70468227424749,251.70232411252812,251.64897303516565,251.7564313472985
50.8,251.70546197361122,251.65088436874072,251.7606860481197
